DATE,Austria (AT),Belgium (BE),Bulgaria (BG),Croatia (HR),Cyprus (CY),Czech Republic (CZ),Denmark (DK),Estonia (EE),Finland (FI),France (FR),Germany (DE),Greece (GR),Hungary (HU),Ireland (IE),Italy (IT),Latvia (LV),Lithuania (LT),Luxembourg (LU),Malta (MT),Netherlands (NL),Poland (PL),Portugal (PT),Romania (RO),Slovakia (SK),Slovenia (SI),Spain (ES),Sweden (SE),United Kingdom (UK)
2020-05-08,6064.0,47952.0,34397.0,,8610.0,77358.0,13892.0,2833.0,22629.0,26956.0,428398.75,46943.0,18753.25,49677.5,273097.0,1287.0,7856.0,,,203318.5,304397.0,24531.0,32643.0,12964.0,1032.0,117135.0,,249316.5
2020-05-09,1799.75,38545.0,33330.0,,6277.0,64987.0,12885.0,2818.0,14203.0,19851.0,346566.0,53238.0,19131.0,47693.5,247025.0,864.0,490.0,,,152962.5,267598.0,10184.0,33192.0,6463.0,903.0,144113.0,,215526.5
2020-05-10,350.75,33333.0,34307.0,,6295.5,50328.0,11743.0,2875.0,14827.0,16309.0,251825.5,40404.0,19305.25,19785.5,226533.0,95.0,481.0,,,66738.75,237681.0,7904.0,26448.0,6346.0,626.0,122770.0,,110561.5
2020-05-11,309.5,33365.0,34187.0,,7824.0,74116.0,14122.0,2777.0,23792.0,18615.0,252753.25,37405.0,21158.289156626506,26493.0,238138.0,1129.0,482.0,,,65812.75,290738.0,15323.0,23838.0,11491.0,2278.0,113049.0,,154727.0
2020-05-12,2174.0,61375.0,34296.0,,7889.3617021276605,84666.0,15405.0,4355.0,25054.0,63847.0,369283.5,35239.0,19882.0,43997.0,243045.0,7137.0,6870.0,,,175588.75,306515.0,40714.0,28267.0,12780.0,8894.0,140873.0,,205382.5
2020-05-13,5500.0,71560.0,35182.0,,8014.95652173913,92465.0,14406.0,5027.0,25693.0,93925.0,491024.5,56548.0,22227.96052631579,40703.0,274039.0,8737.0,8433.0,,,177754.25,313547.0,38483.0,30462.0,13761.0,9128.0,140095.0,,215441.5
2020-05-14,2401.25,57878.0,35039.0,,8345.5,82657.0,12886.0,4814.0,24305.0,48639.0,452618.0,60361.0,20369.75,44182.5,243534.0,9304.0,7749.0,,,174696.5,319774.0,40042.0,30483.0,13880.0,7923.0,121038.0,,210333.0
2020-05-15,2576.25,60396.0,36123.0,,8427.0,77599.0,13964.0,4781.0,25327.0,44854.0,375717.25,57396.0,19251.25,46911.5,263227.0,5125.0,7422.0,,,184176.25,304755.0,31377.0,30873.0,13368.0,7191.0,111728.0,,189924.0
2020-05-16,1921.5,40445.0,31353.0,,9132.0,56510.0,13793.0,4686.0,19418.0,19950.0,265913.5,64676.0,19766.75,44762.5,230416.0,24.0,500.0,,,105492.75,251295.0,9658.0,30121.0,6741.0,6647.0,119922.0,,152733.0
2020-05-17,305.75,38105.0,32318.0,,9788.651162790697,49154.0,10722.0,4376.0,17696.0,22423.0,234258.25,59129.0,16132.0,25305.0,203090.0,24.0,497.0,,,72007.25,220676.0,9086.0,23691.0,6495.0,6728.0,124970.0,,145148.5
2020-05-18,8878.0,50619.0,37025.0,,13471.0,72624.0,13904.0,4686.0,30648.0,34098.0,340339.75,66036.0,17317.0,23251.5,281140.0,859.0,6779.0,,,152576.5,290226.0,38495.0,32715.0,12628.0,8505.0,140481.0,,153846.0
2020-05-19,13173.25,70237.0,35798.0,,15071.5,78321.0,12103.0,4831.0,27815.0,73971.0,405164.0,70477.0,21348.646551724138,38864.5,311334.0,7788.0,8139.0,,,195075.25,303344.0,48520.0,35046.0,12468.0,10693.0,154052.8695652174,,192646.0
2020-05-20,1750.0,73574.0,37042.0,,15128.5,87307.0,18848.0,4776.0,24089.0,104032.0,484550.0,62117.0,20013.75,38369.0,288902.0,7019.0,7642.0,,,200525.75,316899.0,50504.0,34838.0,13467.0,11169.0,164371.0,,210003.0
2020-05-21,0.0,54634.0,35935.0,,15071.5,65984.0,11692.0,4837.0,20819.0,57145.0,288550.75,48979.0,19017.5,33478.5,209082.0,7244.0,480.0,,,163408.0,304848.0,53510.0,36447.0,12694.0,8126.0,167436.0,,210693.0
2020-05-22,0.0,38404.0,33476.0,,11029.0,59582.0,11006.0,3329.0,19798.0,24828.0,264241.5,39514.0,19568.75,17989.0,200085.0,7934.0,480.0,,,123679.5,294999.0,53431.0,35982.0,12302.0,7107.0,168537.0,,134477.5
2020-05-23,0.0,35769.0,31729.0,,8608.0,49600.0,10651.0,2680.0,14847.0,18297.0,214645.75,50676.0,18719.0,14731.5,207124.0,550.0,475.0,,,70994.5,261387.0,19887.0,29647.0,6556.0,6785.0,127442.0,,111477.0
2020-05-24,0.0,38428.0,29153.0,,5993.5,47328.0,8771.0,2694.0,14963.0,21026.571428571428,196616.75,46107.0,18636.75,21787.0,187907.0,4.0,480.0,,,69234.75,240577.0,8491.0,23011.0,6335.0,6591.0,110065.0,,100706.5
2020-05-25,1753.5,61090.0,29431.0,,8940.5,61593.0,11171.0,4252.0,19569.0,54591.0,331946.5,52606.0,20189.25,29062.5,248776.0,7197.0,6798.0,,,157597.0,308421.0,31964.0,31168.0,12936.0,7623.0,148120.0,,165750.5
2020-05-26,3828.5,75099.0,34784.0,,9448.5,77890.0,12190.0,4710.0,14281.0,65125.0,487521.5,58437.0,20380.75,45960.5,259169.0,14978.0,8011.0,,,191487.75,313881.0,42875.0,37094.0,15173.0,10360.0,132961.0,,221721.5
2020-05-27,2030.0,75602.0,34050.0,,8888.0,80457.0,12598.0,4802.0,13586.0,72798.0,408106.0,50223.0,21903.75,45323.0,239530.0,15459.0,474.0,,,191163.75,317758.0,53845.0,37169.0,12943.0,10748.0,151407.0,,272456.5
2020-05-28,5416.0,58787.0,36792.0,,8094.782608695652,75143.0,11069.0,4779.0,13869.0,56067.0,364269.0,59187.0,20641.5,34635.5,248598.0,12470.0,479.0,,,185782.5,306009.0,57491.0,34846.0,14664.0,10864.0,174068.0,,198861.0
2020-05-29,2740.5,61617.0,36107.0,,7598.5,75348.0,10979.0,4805.0,14521.0,59505.0,365675.5,58503.0,22392.75,21140.5,279047.0,3394.0,6292.0,,,193883.75,276143.0,61887.0,35190.0,13547.0,10167.0,188213.0,,168937.5
2020-05-30,382.5,33999.0,32039.0,,7630.5,49028.0,9892.0,4668.0,11846.0,30549.666666666668,217177.0,55681.0,20625.25,24022.5,276650.0,0.0,472.0,,,111334.0,235324.0,47819.0,29444.0,6651.0,7772.0,153621.0,,130649.0
2020-05-31,0.0,30965.0,29833.0,,7002.0,49211.0,9845.0,4705.0,11246.0,22761.0,203567.75,48855.0,19422.75,28857.5,245031.0,0.0,471.0,,,68926.75,205843.0,34389.0,22112.0,6707.0,7530.0,164423.0,,133444.5
2020-06-01,9527.0,35685.0,32218.0,,9032.68085106383,54116.0,7331.0,4707.0,15679.0,29233.0,210714.0,49699.0,18862.0,38277.5,252728.0,7045.0,6896.0,,,94114.0,271316.0,59712.0,24742.0,10493.0,7856.0,207739.0,,205340.0
2020-06-02,8509.75,73781.0,35350.0,,8413.0,83946.0,12396.0,4810.0,17073.0,78802.0,388408.5,55976.0,26561.25,40063.5,260994.0,15549.0,6188.0,,,184434.75,303630.0,65403.0,35193.0,14066.0,12664.0,219438.0,,274857.0
2020-06-03,20064.5,72947.0,33702.0,,8840.5,85858.0,13519.0,4675.0,17223.0,100989.0,436211.25,60443.0,28470.25,20844.5,325125.0,15524.0,7979.0,,,187448.0,317674.0,61670.0,41331.0,13832.0,11130.0,227041.0,,210536.0
2020-06-04,2618.0,66127.0,32735.0,,8808.0,86492.0,13594.0,4899.0,20580.0,97408.0,456109.75,56598.0,27946.5,31550.5,283299.0,13802.0,8092.0,,,181435.5,325818.0,36998.0,39262.0,13194.0,11693.0,167243.0,,220064.0
2020-06-05,7633.0,62834.0,32775.0,,9393.0,63140.0,10521.0,4666.0,14984.0,26116.0,323777.5,41044.0,23690.61046511628,18556.0,260940.0,12702.0,7228.0,,,152680.5,306775.0,41949.0,32964.0,11897.0,8751.0,182087.0,,125831.5
2020-06-06,0.0,32187.0,29800.0,,8972.5,53176.0,9837.0,1535.0,9251.0,16587.0,190491.5,32393.0,19495.0,11770.5,210314.0,13.0,461.0,,,64386.25,251045.0,33066.0,24245.0,5651.0,6274.0,174887.0,,122767.5
2020-06-07,0.0,41032.0,30803.0,,8795.0,58218.0,11182.0,3305.0,8957.0,33847.0,233107.5,34853.0,18308.25,23204.5,224471.0,923.0,453.0,,,89496.25,247273.0,17067.0,22109.0,5687.0,6713.0,138948.0,,146708.5
2020-06-08,117.25,78428.0,34085.0,,8914.5,85610.0,12443.0,8507.0,15091.0,100609.0,471730.5,56379.0,29390.75,40021.5,320422.0,15950.0,6747.0,,,182391.75,313523.0,39416.0,31204.0,12962.0,14805.0,174163.0,,289047.0
2020-06-09,4910.75,78424.0,35102.0,,10972.173913043478,91614.0,12489.0,9103.0,15365.0,107092.0,592253.75,63465.0,30258.75,45121.56521739131,343803.0,11832.0,8911.0,,,190257.5,320471.0,50899.0,41013.0,13068.0,17076.0,189136.0,,384620.347826087
2020-06-10,3154.75,75836.0,36729.0,,10881.5,91737.0,12957.0,11456.0,15379.0,109373.41176470589,566923.75,55349.0,32011.25,40550.5,360060.0,8855.0,8854.0,,,192938.0,326923.0,49991.0,41039.0,14252.0,11560.0,200202.0,,359972.5
2020-06-11,0.0,75288.0,32870.0,,10296.0,79072.0,11303.0,9798.0,13922.0,106916.0,397320.25,49997.0,31097.5,17168.5,321285.0,9114.0,8572.0,,,187142.5,245034.0,32143.0,38054.0,14357.0,10972.0,154753.0,,133381.0
2020-06-12,0.0,71422.0,31428.0,,9809.5,70522.0,10618.0,7570.0,12795.0,102107.0,317404.0,58484.0,27608.75,27891.5,289201.0,8617.0,7412.0,,,163922.75,273368.0,26571.0,36641.0,11070.0,8886.0,120920.0,,187189.0
2020-06-13,0.0,59300.0,30636.0,,8939.5,62015.0,12738.0,3651.0,9960.0,67517.0,249835.25,52836.0,18088.0,38690.5,250200.0,6150.0,5985.0,,,127887.75,250313.0,25326.0,29828.0,4117.0,8672.0,139789.0,,220065.5
2020-06-14,0.0,52694.0,30740.0,,8331.5,60605.0,11745.0,4640.0,9802.0,44229.0,260840.25,41661.0,18256.75,38369.0,223428.0,5976.0,478.0,,,118348.0,226549.0,26294.0,19961.0,4156.0,9199.0,156748.0,,244954.0
2020-06-15,1610.75,71147.0,33470.0,,10092.5,85482.0,12203.0,5633.0,11555.0,98101.0,549723.25,61740.0,28834.3,47374.5,325732.0,7790.0,6793.0,,,173771.0,322514.0,53359.0,31707.0,10735.0,11832.0,214133.0,,345655.5
2020-06-16,114.5,81519.0,33918.0,,10509.0,92376.0,12834.0,5959.0,10970.0,108375.0,619041.25,74438.0,31445.25,47681.0,398027.0,8968.0,8180.0,,,187565.75,331920.0,52200.0,39360.0,12405.0,13070.0,228966.0,,434714.5
2020-06-17,4252.75,87714.0,31129.0,,11424.510638297872,89954.0,10893.0,6052.0,16685.0,104496.0,642815.25,71022.0,21553.75,45130.5,401037.0,7117.0,8602.0,,,173356.5,335729.0,61435.0,40889.0,14092.571428571428,13115.0,233377.0,,420656.5714285714
2020-06-18,129.5,84058.0,31994.0,,10807.826086956522,91914.0,10892.0,4364.0,14528.0,103341.0,615770.25,62794.0,20530.5,45407.47826086956,373814.0,5054.0,7862.0,,,163287.5,340333.0,64601.0,39606.0,14582.0,11753.0,220919.0,,387782.0869565217
2020-06-19,119.75,85365.0,32226.0,,10851.5,94501.0,9865.0,4531.0,9097.0,105829.0,557909.5,59614.0,21348.75,41280.0,370350.0,4604.0,6970.0,,,170230.75,337774.0,50119.0,36856.0,15227.0,12288.0,217089.0,,254561.5
2020-06-20,38.5,74312.0,33059.0,,9616.0,75396.0,9594.0,4794.0,8705.0,92898.0,329842.75,68787.0,18427.75,18841.5,229427.0,52.17391304347826,375.0,,,122465.75,289345.0,34857.0,28878.0,6822.0,9534.0,199770.0,,182854.5
2020-06-21,26.75,45242.0,32968.0,,9465.0,60254.0,9356.0,3790.0,8861.0,46724.86956521739,281525.5,44364.0,18364.5,15666.0,229669.0,22.0,435.0,,,93338.75,248621.0,22935.0,24802.0,7262.0,8334.0,165580.0,,115261.5
2020-06-22,200.75,84186.0,28823.0,,11644.0,81858.0,10599.0,9618.0,17714.0,100701.31578947368,479822.75,60452.0,24738.083333333332,19434.0,312999.0,6322.0,7042.0,,,165297.0,299872.0,34149.0,40358.0,14642.0,12084.0,205872.0,,170597.5
2020-06-23,125.25,88925.0,28957.0,,11221.27659574468,92315.0,13034.0,10682.0,21671.0,108456.0,543019.75,70302.0,27633.5,39063.5,362552.0,7412.0,8102.0,,,164545.25,311679.0,55760.0,49983.0,17443.0,12134.0,223552.0,,287624.0
2020-06-24,6157.75,83968.0,28807.0,,10275.0,90648.0,13808.0,12260.0,24657.0,105682.0,579970.0,69377.0,26821.5,48581.0,422081.0,7917.0,9521.0,,,154428.75,311236.0,65552.0,46493.0,17628.0,12522.0,229682.0,,345113.0
2020-06-25,2250.75,82624.0,33376.0,,11673.5,88831.0,10502.0,12953.0,32210.0,108229.0,575571.0,66993.0,30565.75,47867.5,416708.0,7953.0,8132.0,,,160342.75,331020.0,67660.0,47227.0,17935.0,11794.0,249567.0,,312767.5
2020-06-26,127.5,81651.0,32820.0,,11933.0,86719.0,12217.0,11818.0,31804.0,102821.0,558123.75,59732.0,33628.0,45217.0,390811.0,7396.0,8096.0,,,153538.5,317035.0,51745.0,50445.0,17781.0,11846.0,240164.0,,325333.0
2020-06-27,27.25,76315.0,32737.0,,11178.0,80796.0,10418.0,5227.0,23800.0,87378.0,398189.75,45989.0,33147.0,26054.0,317396.0,6508.0,6991.0,,,131423.25,278973.0,26813.0,36081.0,13591.0,10186.0,205093.0,,138428.5
2020-06-28,2350.75,47823.0,33490.0,,10778.5,67982.0,10441.0,3254.0,21636.0,40439.0,288553.25,43108.0,28227.75,10961.5,280665.0,6967.0,435.0,,,78335.0,254560.0,22509.0,33696.0,9145.0,7935.0,197424.0,,124188.0
2020-06-29,6807.5,82508.0,36494.0,,13513.5,91719.0,12214.0,5409.0,23655.0,87174.0,413665.25,65046.0,28212.090909090908,19418.0,413874.0,6770.0,9257.0,,,141359.25,343595.0,44419.0,44462.0,17318.0,11716.0,222366.0,,144466.0
2020-06-30,1854.0,80281.0,37778.0,,13713.0,95545.0,9506.0,5205.0,17914.0,97894.0,349041.25,81014.0,26708.75,43647.5,421857.0,6712.0,11584.0,,,139101.75,316901.0,55100.0,51383.0,16861.0,11833.0,233807.0,,289498.5
2020-07-01,9269.75,92624.0,37615.0,,13745.0,90230.0,14369.0,3836.0,17859.0,97890.0,481695.5,92632.0,27757.5,47450.0,453918.0,948.0,8713.0,,,170401.0,331093.0,74999.0,61541.0,17387.0,13045.0,253037.0,,345281.5
2020-07-02,13401.5,98328.0,38134.0,,14614.0,86938.0,10742.0,3998.0,13643.0,96448.0,532022.0,95691.0,30465.5,41135.0,459906.0,1442.0,7703.0,,,179644.75,344853.0,72263.0,64189.0,17331.0,13778.0,265398.0,,393057.0
2020-07-03,9939.0,90156.0,40736.0,,14735.0,71198.0,10855.0,2611.0,10307.0,89203.0,475849.5,88894.0,27037.25,26116.0,446678.0,1411.0,7239.0,,,173754.0,344133.0,73884.0,62375.0,16899.0,13447.0,264457.0,,201162.5
2020-07-04,270.75,51357.0,37769.0,,13641.0,58273.0,8223.0,4182.0,8919.0,46351.0,197142.25,78398.0,22743.75,18150.5,275183.0,0.0,442.0,,,74749.5,265591.0,47757.0,56957.0,6986.0,8730.0,203134.0,,138693.5
2020-07-05,0.0,26299.0,33348.0,,13608.5,47105.0,8045.0,3922.0,7824.0,30302.0,178717.25,47598.0,25120.25,11579.0,202247.0,0.0,425.0,,,48853.75,227129.0,33876.0,37796.0,6489.0,7795.0,190360.0,,107364.5
2020-07-06,14707.0,52036.0,40248.0,,16112.0,66255.0,7370.0,3591.0,8366.0,68549.0,268207.0,70029.0,30536.25,31466.0,371902.0,54.0,572.0,,,93344.5,306208.0,57680.0,54733.0,14903.0,12345.0,236644.0,,166840.5
2020-07-07,9768.5,89772.0,40579.0,,15306.5,78726.0,11491.0,3444.0,9606.0,93768.0,441243.0,75053.0,27329.0,36121.0,404968.0,0.0,7084.0,,,145659.5,308637.0,73481.0,59918.0,16925.454545454544,12837.0,278320.0,,339805.5
2020-07-08,20263.75,95251.0,38212.0,,13843.0,80616.0,12381.0,3993.0,10023.0,88249.0,569770.5,78955.0,28995.0,41687.5,430413.0,6499.0,8774.0,,,158029.75,321486.0,76083.0,55504.0,16343.0,14077.0,303068.0,,433189.0
2020-07-09,30645.75,92924.0,38109.0,,14395.5,78452.0,12469.0,4069.0,10528.0,88281.0,578387.0,77225.0,24178.75,35177.5,490993.0,8564.0,8971.0,,,148929.75,326162.0,79007.0,60820.0,16563.0,14095.0,335034.0,,370241.0
2020-07-10,16977.25,98405.0,38854.0,,15545.0,68012.0,11317.0,4111.0,9539.0,88187.47368421052,508944.25,67891.0,25434.706521739132,35357.5,472088.0,6272.0,7681.0,,,149408.25,322739.0,76469.0,63995.0,15157.0,13124.0,289611.0,,296836.5
2020-07-11,10137.5,89034.0,39702.0,,13857.0,66974.0,8607.0,4159.0,8759.0,89114.60869565218,413498.75,62096.0,23995.0,44090.5,343596.0,0.0,1052.0,,,137929.5,277543.0,42654.0,58829.0,6382.0,12376.0,196377.0,,217701.5
2020-07-12,8414.0,72886.0,40771.0,,13032.0,60504.0,8890.0,4175.0,8238.0,69659.86956521739,356861.25,47621.0,24950.5,36150.0,251366.0,0.0,1006.0,,,125959.5,240700.0,30964.0,50934.0,6120.0,9220.0,184516.0,,196640.0
2020-07-13,11613.0,87925.0,37814.0,,16143.5,71957.0,12040.0,4098.0,9061.0,87999.0,507514.25,66477.0,23158.0,36433.0,360690.0,0.0,7317.0,,,172725.0,327085.0,61451.0,50776.0,6355.0,12905.0,233060.0,,280857.0
2020-07-14,14484.75,103714.0,38533.0,,16706.5,73234.0,11555.0,5903.0,11035.0,86882.0,560138.25,70614.0,28285.73076923077,35790.5,419862.0,0.0,8355.0,,,184849.5,336920.0,67617.0,56389.0,6483.0,17817.0,237582.0,,349686.0
2020-07-15,17623.25,103608.0,37107.0,,16679.0,79601.0,13168.0,8996.0,10954.0,104711.8,613063.5,89108.0,30276.5,28929.0,459316.0,7427.0,8719.0,,,190268.5,339044.0,56759.0,57016.0,6230.0,18629.0,239824.0,,402939.0
2020-07-16,14574.0,107879.0,39683.0,,15923.234042553191,79066.0,12175.0,9158.0,10792.0,111888.0,618327.5,94843.0,31500.5,36004.5,458875.0,8617.0,8813.0,,,196185.5,337700.0,70518.0,58577.0,6698.0,13991.0,266012.0,,346163.5
2020-07-17,10867.25,106295.0,37541.0,,14746.5,80272.0,11383.0,5539.0,9242.0,99549.42857142857,579858.25,92686.0,30086.5,27921.0,463268.0,8816.0,8653.0,,,198503.75,335519.0,63668.0,60275.0,6332.0,12977.0,263922.0,,322483.5
2020-07-18,10404.5,99162.0,37938.0,,13499.0,68808.0,11377.0,6621.0,7073.0,90731.71428571429,447877.5,67557.0,27545.75,36682.0,337444.0,5647.0,8420.0,,,190289.25,283791.0,44290.0,56955.0,4638.0,11933.0,258120.0,,188548.5
2020-07-19,9934.25,91342.0,38722.0,,12966.0,57892.0,10863.0,5771.0,6636.0,84350.0,390092.0,63342.0,28745.5,31657.0,276003.0,16.0,8310.0,,,183776.75,253426.0,43597.0,38980.0,4663.0,10122.0,236796.0,,155388.2857142857
2020-07-20,12200.0,94014.0,37753.0,,15427.5,75979.0,11647.0,7675.0,7355.0,89208.4,498267.0,82511.0,37669.25,38317.5,420688.0,267.0,8575.0,,,202673.0,334646.0,66010.0,45089.0,4530.0,16029.0,270115.0,,307498.0
2020-07-21,15012.0,98717.0,38247.0,,15237.446808510638,75487.0,10565.0,7551.0,7782.0,98062.8,513149.5,80822.0,36510.5,41804.0,460422.0,0.0,8444.0,,,196654.75,327875.0,72206.0,55656.0,4789.0,18138.0,294834.0,,314942.4
2020-07-22,26036.0,101598.0,38573.0,,13357.5,76400.0,12260.0,7214.0,7487.0,108467.0,543548.75,74538.0,31192.76219512195,36040.0,464037.0,0.0,8395.0,,,206059.75,320371.0,81706.0,54255.0,5077.0,18637.0,321637.0,,323055.5
2020-07-23,28758.5,99126.0,39631.0,,,77407.0,12000.0,7107.0,7581.0,120486.0,539866.0,81834.0,30895.25,41589.91304347826,467407.0,829.0,8339.0,,,208348.75,335421.0,81199.0,51697.0,4626.0,16931.0,334914.0,,332947.91489361704
2020-07-24,17089.5,98310.0,38355.0,,,73784.0,11702.0,6869.0,7523.0,102512.0,483662.0,77029.0,32012.0,38804.5,443718.0,2964.0,8286.0,,,206492.0,330160.0,63906.0,55838.0,4629.0,17365.0,291889.0,,335912.0
2020-07-25,10976.25,81489.0,32647.0,,,68192.0,11563.826086956522,6702.0,7096.0,88031.0,399940.5,73748.0,32102.0,27071.5,321518.0,0.0,1062.0,,,192930.25,291121.0,47341.0,52595.0,4562.0,10482.0,243070.0,,181317.39130434784
2020-07-26,3099.25,50815.0,32596.0,,,64588.0,10796.0,4034.0,7229.0,54408.0,317552.25,70118.0,27788.0,19778.608695652172,272336.0,0.0,1059.0,,,109944.25,249031.0,47613.0,55430.0,4471.0,8405.0,227290.0,,150781.5
2020-07-27,10905.5,92743.0,34428.0,,,73788.0,12043.0,7024.0,7066.0,97835.0,462899.75,84833.0,35384.25,20394.0,440236.0,0.0,6876.0,,,201841.5,349770.0,73399.0,53953.0,9206.0,15484.0,278233.0,,206034.0
2020-07-28,13526.0,70440.0,35021.0,,,72996.0,9051.0,9503.0,7393.0,102368.33333333333,350622.0,88991.0,33885.5,30300.5,469025.0,0.0,8540.0,,,138030.5,335553.0,74088.0,59054.60869565218,12897.0,19034.0,290139.0,,181574.5
2020-07-29,12898.75,90554.0,42772.0,,,80178.0,9809.0,8658.0,7037.0,99772.91304347826,382445.25,83472.0,39022.0,36892.0,498347.0,0.0,8018.0,,,141761.25,336858.0,85783.0,66417.39130434782,13268.0,15908.0,297945.0,,268102.0
2020-07-30,18082.75,93258.0,45521.0,,,80038.0,10407.0,7958.0,7196.0,102558.78947368421,488805.0,93141.0,39926.5,21267.5,528092.0,0.0,1075.0,,,201191.5,323630.0,96096.0,67822.95652173912,13036.0,13176.0,323969.0,,323976.0
2020-07-31,16369.5,87043.0,43008.0,,,74443.0,11654.0,9243.0,7056.0,98491.0,496954.5,100058.0,36789.5,34279.0,525641.0,0.0,6783.0,,,203032.75,315454.0,95994.0,64955.0,12830.0,13741.0,332540.0,,224084.5
