Date,east,siberia,south,volga,ural,center,northwest,sum
20-04-2020,120.95,541.945,270.999,335.6,661.433,565.979,279.305,2776.211
21-04-2020,122.557,540.337,282.588,337.076,648.579,561.944,281.032,2774.113
22-04-2020,121.69,528.105,285.282,339.756,649.385,558.684,279.743,2762.645
23-04-2020,117.173,517.742,286.311,350.455,652.877,563.867,279.001,2767.426
25-04-2020,115.831,510.204,276.288,346.514,666.155,532.244,274.121,2721.357
26-04-2020,113.867,498.02,272.657,341.994,645.241,521.629,263.7,2657.108
27-04-2020,113.658,510.813,280.738,341.334,653.83,546.447,268.323,2715.143
28-04-2020,115.302,511.065,280.526,338.775,637.869,549.607,272.281,2705.425
29-04-2020,111.726,509.055,275.949,335.172,631.723,557.104,275.727,2696.456
30-04-2020,110.723,505.608,266.724,321.404,626.722,546.814,281.711,2659.706
01-05-2020,114.291,498.673,244.836,307.952,597.44,509.71,268.912,2541.814
02-05-2020,111.718,499.392,244.446,305.804,586.889,491.801,263.723,2503.773
03-05-2020,109.693,500.497,245.219,305.412,579.482,467.96,262.673,2470.936
04-05-2020,111.474,509.297,241.473,295.498,601.453,470.588,263.716,2493.499
05-05-2020,111.748,514.618,241.742,298.217,585.193,470.803,262.191,2484.512
06-05-2020,111.554,513.554,248.575,297.5,576.712,470.252,259.532,2477.679
07-05-2020,111.658,515.696,249.037,291.165,570.644,465.179,259.882,2463.261
08-05-2020,110.948,518.807,250.516,290.345,575.508,459.943,257.948,2464.015
09-05-2020,106.731,510.092,250.709,287.273,540.957,443.496,249.218,2388.476
10-05-2020,103.898,504.404,248.862,290.122,529.729,455.561,245.51,2378.086
11-05-2020,95.894,504.112,250.143,290.908,560.15,451.609,247.468,2400.284
12-05-2020,97.747,501.246,251.153,294.265,574.314,480.719,250.515,2449.959
13-05-2020,98.037,500.959,250.483,299.19,577.747,480.27,272.816,2479.502
14-05-2020,97.143,495.985,250.771,297.549,585.034,475.58,286.783,2488.845
15-05-2020,105.585,496.722,252.173,300.64,602.29,474.235,282.788,2514.433
16-05-2020,106.803,497.253,253.273,280.406,598.567,467.626,264.841,2468.769
17-05-2020,103.971,490.169,250.267,274.525,569.992,469.685,262.599,2421.208
18-05-2020,104.719,491.879,254.079,280.626,601.318,519.573,266.446,2518.64
19-05-2020,107.097,483.829,256.116,276.314,611.048,531.347,258.343,2524.094
20-05-2020,106.031,484.503,251.935,273.716,612.86,530.812,264.421,2524.278
21-05-2020,108.399,484.354,246.024,270.683,621.9,537.307,269.768,2538.435
22-05-2020,107.119,484.542,250.181,273.125,616.249,547.178,274.344,2552.738
23-05-2020,107.79,484.481,251.679,267.767,610.625,498.429,269.929,2490.7
25-05-2020,104.765,485.255,254.407,273.398,595.69,519.663,267.312,2500.49
26-05-2020,104.655,485.169,259.237,271.327,597.546,517.608,248.022,2483.564
27-05-2020,103.637,490.174,258.923,273.055,596.875,504.771,245.563,2472.998
28-05-2020,104.158,490.155,259.442,266.117,595.718,495.818,241.937,2453.345
29-05-2020,101.479,490.819,257.243,270.665,591.521,501.229,242.402,2455.358
30-05-2020,98.379,488.664,253.242,261.672,551.309,486.267,234.943,2374.476
31-05-2020,97.353,496.348,251.476,261.019,540.466,490.172,227.337,2364.171
01-06-2020,99.467,502.511,255.51,279.146,591.973,502.77,247.053,2478.43
02-06-2020,99.182,497.002,249.369,277.466,596.781,516.29,244.536,2480.626
03-06-2020,101.665,493.614,250.029,278.718,590.24,525.479,242.148,2481.893
04-06-2020,102.813,490.489,251.487,277.552,585.358,522.75,242.28,2472.729
05-06-2020,102.861,496.542,252.335,274.623,573.038,516.619,237.805,2453.823
06-06-2020,99.234,495.963,252.837,273.909,536.026,482.166,238.996,2379.131
07-06-2020,97.847,492.181,253.697,274.596,519.418,465.312,234.424,2337.475
08-06-2020,100.604,496.872,260.96,282.395,572.026,491.529,240.753,2445.139
09-06-2020,103.211,500.4,266.409,277.228,577.808,496.012,246.088,2467.156
10-06-2020,102.752,492.348,270.754,280.515,590.507,499.906,252.875,2489.657
11-06-2020,104.378,495.824,277.207,280.262,584.991,498.088,253.337,2494.087
12-06-2020,99.785,499.581,267.703,273.439,553.298,472.891,246.663,2413.36
13-06-2020,99.754,493.814,260.462,267.813,554.361,475.456,233.142,2384.802
14-06-2020,96.647,492.694,253.784,266.229,545.539,472.169,229.703,2356.765
15-06-2020,101.091,493.637,263.761,269.297,564.218,510.563,239.591,2442.158
16-06-2020,102.819,493.911,267.058,272.199,560.281,518.02,240.258,2454.546
17-06-2020,103.044,503.247,269.908,263.62,576.825,520.364,243.683,2480.691
18-06-2020,102.908,496.24,264.05,257.115,581.196,538.626,244.036,2484.171
19-06-2020,100.681,498.531,270.578,252.681,577.235,537.37,242.82,2479.896
20-06-2020,100.129,482.469,267.481,249.052,586.968,501.691,229.189,2416.979
21-06-2020,103.399,479.152,266.135,241.997,565.419,497.751,221.09,2374.943
22-06-2020,102.368,487.162,271.767,265.496,589.65,523.178,236.806,2476.427
24-06-2020,103.866,483.391,263.898,275.176,583.081,507.609,232.488,2449.509
25-06-2020,103.056,477.444,273.869,254.76,592.778,531.628,243.383,2476.918
26-06-2020,100.407,482.717,267.046,256.823,594.988,538.205,243.691,2483.877
27-06-2020,99.761,481.527,266.166,256.287,584.858,504.768,229.607,2422.974
28-06-2020,99.032,486.886,259.454,272.104,564.766,490.672,229.198,2402.112
29-06-2020,100.517,486.127,270.19,280.193,593.911,513.24,245.751,2489.929
30-06-2020,102.364,479.631,268.896,279.396,587.016,516.532,248.28,2482.115
01-07-2020,99.658,486.943,267.53,273.555,560.709,506.63,244.144,2439.169
02-07-2020,99.563,494.374,280.332,268.334,569.923,531.353,247.503,2491.382
03-07-2020,98.835,494.987,288.052,268.847,583.43,536.577,248.912,2519.64
04-07-2020,97.478,491.263,286.31,255.992,581.038,515.781,240.234,2468.096
05-07-2020,97.104,485.131,286.239,257.079,574.009,500.831,234.421,2434.814
06-07-2020,100.622,487.223,301.027,270.814,604.019,548.101,241.229,2553.035
07-07-2020,99.769,492.698,311.809,272.841,598.818,562.243,247.169,2585.347
08-07-2020,98.182,488.639,305.768,269.598,601.558,557.675,245.492,2566.912
09-07-2020,99.371,486.088,294.34,271.831,576.899,541.871,246.998,2517.398
10-07-2020,98.461,488.471,286.577,262.719,593.557,543.631,239.34,2512.756
11-07-2020,95.497,487.249,278.095,252.552,584.871,503.131,241.176,2442.571
12-07-2020,94.782,481.812,271.52,259.842,583.351,502.896,243.329,2437.532
13-07-2020,96.789,493.852,287.747,271.617,600.795,538.438,242.411,2531.649
14-07-2020,96.684,488.419,282.093,274.414,600.412,547.65,234.563,2524.235
15-07-2020,100.04,490.003,280.479,276.163,601.767,530.3,239.389,2518.141
16-07-2020,102.429,487.715,280.254,282.611,608.664,532.611,231.069,2525.353
17-07-2020,102.616,487.953,281.77,273.429,614.914,527.469,229.444,2517.595
18-07-2020,101.372,487.401,275.741,256.228,600.781,513.323,213.711,2448.557
19-07-2020,100.254,488.305,279.332,251.021,597.175,504.692,203.199,2423.978
20-07-2020,101.8,496.168,288.535,273.013,602.755,548.697,213.114,2524.082
21-07-2020,101.413,502.047,288.52,269.534,589.826,544.174,215.784,2511.298
22-07-2020,102.327,503.942,285.033,273.433,588.881,543.593,216.175,2513.384
24-07-2020,101.687,504.303,279.848,271.19,580.372,537.343,220.008,2494.751
25-07-2020,99.028,500.433,277.188,251.104,573.128,516.717,219.177,2436.775
26-07-2020,99.039,484.427,274.876,245.047,576.816,509.509,216.188,2405.902
27-07-2020,99.237,480.57,291.007,263.401,600.117,547.134,219.35,2500.816
28-07-2020,101.54,476.948,293.684,264.751,600.013,552.184,218.587,2507.707
29-07-2020,101.584,484.715,286.054,274.789,608.638,560.699,221.622,2538.101
30-07-2020,104.507,487.326,287.201,269.465,611.544,558.908,223.611,2542.562
31-07-2020,102.876,490.212,286.982,265.508,599.937,553.449,220.769,2519.733
01-08-2020,100.475,495.005,271.208,245.666,583.684,516.405,221.706,2434.149
02-08-2020,99.825,492.5,256.458,244.025,576.747,519.674,221.249,2410.478
03-08-2020,100.559,494.692,262.337,253.558,604.092,553.88,221.527,2490.645
04-08-2020,99.359,492.737,264.091,256.533,611.686,555.474,222.507,2502.387
05-08-2020,100.207,493.469,268.712,265.291,608.708,560.989,223.11,2520.486
06-08-2020,100.093,496.957,275.432,267.022,609.399,582.982,224.769,2556.654
07-08-2020,98.35,491.489,286.51,261.21,625.273,585.02,227.201,2575.053
08-08-2020,95.876,485.949,286.064,256.572,602.989,561.164,222.398,2511.012
09-08-2020,95.943,484.017,283.392,245.984,591.564,540.693,219.076,2460.669
10-08-2020,15.4,75.708,41.52,36.882,90.2,79.557,34.622,373.889
